OBJECTID,Site Name,Technology Type,Installed Capacity (MWelec),Development Status
5970,Burneside Mill Solar Array - Phase 3,Solar Photovoltaics,0.3,Operational
5987,Offham Landfill Site - Solar PV Array,Solar Photovoltaics,10.2,Under Construction
5988,Carr Lane - Solar Farm,Solar Photovoltaics,9,Appeal Granted
6008,Littleton Solar Farm,Solar Photovoltaics,30,Under Construction
6010,"Nailsea Rescue Centre,  Nailsea - Solar Panels",Solar Photovoltaics,<Null>,Operational
6016,Fferm Penglais - Solar Farm,Solar Photovoltaics,2.5,Operational
6024,"Dragonhall Farm, Padanaram - Solar Photovoltaic Array ",Solar Photovoltaics,5,Under Construction
6048,Westland Leisure Complex,Solar Photovoltaics,0.22,Operational
6067,Carland Cross - Solar Farm,Solar Photovoltaics,10,Under Construction
6070,Outer Space Studios Solar Panels,Solar Photovoltaics,0.6,Operational
6071,"Bumble Hole Lane, Dodford - Solar PV",Solar Photovoltaics,0.67,Operational
6076,Vale Of Mowbray Limited - Solar Photovoltaic System,Solar Photovoltaics,1,Under Construction
6081,"Eastfields Farm, Deppers Bridge - Solar Farm",Solar Photovoltaics,34.8,Under Construction
6087,Cottingham - Solar Farm,Solar Photovoltaics,5,Operational
6094,Lidl Foodstore - Solar Panels,Solar Photovoltaics,0.18,Operational
6097,"Eckley Farms, Marden - Solar Energy Farm",Solar Photovoltaics,49.9,Appeal Granted
6098,Continental Approach - Solar Panels,Solar Photovoltaics,0.2,Operational
6102,Os Field 6800 Fence Dike Lane - Solar Farm,Solar Photovoltaics,49.9,Appeal Granted
6113,Portsmouth International Port - Solar Panels,Solar Photovoltaics,1.2,Under Construction
6118,Larport - Solar Farm,Solar Photovoltaics,45,Under Construction
6121,Harvie Card Way - Solar panels,Solar Photovoltaics,1.97,Operational
6129,Central Park - Solar photovaltics,Solar Photovoltaics,0.15,Operational
6147,"Gunthorpe Road, Marsh - Solar Farm ",Solar Photovoltaics,49.9,Appeal Granted
6153,Willow Road - Roof mounted solar panels,Solar Photovoltaics,0.35,Operational
6165,Bower Park Academy - Solar Photovoltaic Panels,Solar Photovoltaics,0.26,Operational
6171,South Farm Solar Park,Solar Photovoltaics,40,Operational
6174,Jacksons Bakery - Solar Panels,Solar Photovoltaics,0.63,Under Construction
6183,St Peters Hall,Solar Photovoltaics,1.7,Operational
6199,Princess Yachts Limited - Solar PV system,Solar Photovoltaics,0.7,Under Construction
6203,Daresbury Science Park - Solar Array,Solar Photovoltaics,0.56,Operational
6221,Mount Vernon Hospital - Solar Panels,Solar Photovoltaics,<Null>,Operational
6233,Banbeath Industrial Estate Solar Array,Solar Photovoltaics,4.19,Under Construction
6248,"Wastewater Treatment Works, Fraserburgh",Solar Photovoltaics,1.03,Under Construction
6252,Bowmans Harbour Solar Farm,Solar Photovoltaics,6.9,Under Construction
6255,"SAS International, Unit 1 -  Solar PV Panels",Solar Photovoltaics,0.8,Under Construction
6256,"Eastgate House Farm, Seamer - Solar Farm",Solar Photovoltaics,32,Under Construction
6271,"Royal Northern College Of Music, Oxford Road - Solar Photovoltaic panels",Solar Photovoltaics,0.17,Under Construction
6277,Chamber House,Solar Photovoltaics,3.99,Under Construction
6306,Henwick Grove - Solar Panels,Solar Photovoltaics,<Null>,Operational
6307,Holly Street - Solar PV Panels,Solar Photovoltaics,0.16,Operational
6325,"Perrigo,Wrafton - Solar Photovoltaic System",Solar Photovoltaics,0.53,Operational
6330,Advent Way - Solar Panels,Solar Photovoltaics,0.18,Operational
6332,"Minster Abbey, Bedlam Court Lane - Solar PV panels",Solar Photovoltaics,33,Under Construction
6364,Newcastle International Airport Phase 1 -Solar Farm,Solar Photovoltaics,3,Under Construction
6372,Easlea Road - Solar Photovoltaic Panels,Solar Photovoltaics,0.62,Operational
6392,Hawthorn Pit -Solar Farm,Solar Photovoltaics,49.9,Appeal Granted
6394,Great Wheatley Road - Solar Farm,Solar Photovoltaics,30,Appeal Granted
6409,Squirrel Lane - Solar Photovoltaic Farm,Solar Photovoltaics,12,Appeal Granted
6421,IBL Cold Stores - Solar Photovoltaics Panels,Solar Photovoltaics,0.8,Operational
6462,Kiln Fields Solar Farm,Solar Photovoltaics,17.87,Under Construction
6467,Hurst Road - Walton Solar PV Farm,Solar Photovoltaics,0.55,Operational
6492,Morrisons Witham - Solar Pv Panels,Solar Photovoltaics,0.19,Operational
6494,Morrisons Store 148 Cheriton Road - Solar Array,Solar Photovoltaics,0.29,Operational
6511,Beavor - Photovoltaic Solar Arrays,Solar Photovoltaics,18.9,Under Construction
6534,Horsey Levels - Solar Farm,Solar Photovoltaics,24,Operational
6535,Steeraway Farm - Solar Farm,Solar Photovoltaics,30,Appeal Granted
6541,"Exeter Road, Braunton - Solar Panels",Solar Photovoltaics,0.75,Under Construction
6547,Manners Avenue - Solar Panels,Solar Photovoltaics,0.62,Operational
6587,Regent Street - Solar Photovoltaic Panels,Solar Photovoltaics,<Null>,Operational
6588,"Chickerell Road, Chickerell - Solar Photovoltaics (PV) Equipment",Solar Photovoltaics,<Null>,Operational
6589,Over Hill Wind Farm,Wind Onshore,36,Appeal Granted
6604,Station Road - Solar Array,Solar Photovoltaics,0.17,Operational
6610,N H Case Limited - Solar Panels,Solar Photovoltaics,0.36,Under Construction
6645,Chubb Road - Solar Photovoltaic ,Solar Photovoltaics,0.15,Operational
6648,Dragon Long Meadow  - Solar farm,Solar Photovoltaics,9.9,Operational
6652,"Denton Hall Farm Road, Denton - Solar Photovoltaic System",Solar Photovoltaics,1.16,Operational
6663,"Morrisons, Bradford Road, Idle - Solar PV Panels",Solar Photovoltaics,0.8,Operational
6670,Lumley Water Treatment Works - Solar Panels,Solar Photovoltaics,1.9,Operational
6676,Kirkleatham Street - Solar Panel Array,Solar Photovoltaics,0.17,Under Construction
6703,The Oaks Golf Club - Solar Panels,Solar Photovoltaics,0.2,Planning permission Granted
6707,Park Road -  Solar Farm,Solar Photovoltaics,22.5,Appeal Granted
6720,Glasgow Airport Solar Farm,Solar Photovoltaics,19.9,Under Construction
6723,"Maidstone Road, Horsmonden - Paddock Solar Farm",Solar Photovoltaics,49.9,Under Construction
6758,Torbay Leisure Centre - Energy Project,Solar Photovoltaics,0.17,Under Construction
6777,Altham Business Park - Solar Panels,Solar Photovoltaics,1.18,Operational
6817,"Arnolds Way, Yatton - Solar Panels",Solar Photovoltaics,0.84,Under Construction
6819,Twin Tumps Way - Solar Panels,Solar Photovoltaics,0.62,Operational
6831,Arthur Street - Solar Panels,Solar Photovoltaics,0.19,Operational
6833,Crays Hall Farm - Solar Arrays,Solar Photovoltaics,25.6,Appeal Granted
6835,HMP Wayland - Solar Panels,Solar Photovoltaics,0.34,Operational
6844,Royal Oak Way South - Solar Array,Solar Photovoltaics,1.66,Operational
6852,"Barclays Bank Plc, Radbroke Solar Carport - Solar Panels",Solar Photovoltaics,2.5,Under Construction
6880,Victoria Road - Solar Photovoltaic System,Solar Photovoltaics,0.7,Operational
6954,B H K UK Davy Drive - Solar Panels,Solar Photovoltaics,1.34,Under Construction
6979,"Pinnacle Storage Park, Dale Abbey - Solar PV Panels",Solar Photovoltaics,1,Under Construction
7004,"Tudworth Field Road, Hatfield - Solar PV Panels",Solar Photovoltaics,0.27,Operational
7013,The National Cycling Centre -  Solar Photovoltaic Panels,Solar Photovoltaics,0.92,Under Construction
7016,"Tudworth Field Road, Hatfield - Solar Panels",Solar Photovoltaics,0.18,Under Construction
7028,Faulds Park Road- Solar PV Panlels,Solar Photovoltaics,0.34,Under Construction
7043,"Kirkcaldy W W T W, Nether Street- Solar Panels",Solar Photovoltaics,0.65,Operational
7084,Kemberton - Solar Farm,Solar Photovoltaics,22,Appeal Granted
7085,Sedgeford Hall Estate - Solar Panels & Battery Storage,Solar Photovoltaics,21,Appeal Granted
7117,Mounteneys and Cherry Rock Wind Turbines,Wind Onshore,1,Operational
7122,Kingsway - Solar Panels,Solar Photovoltaics,0.16,Operational
7137,"Audi Stockport, Brinksway, Edgeley - Solar Panels",Solar Photovoltaics,0.27,Operational
7139,Dolphin Square - Solar panels,Solar Photovoltaics,<Null>,Under Construction
7151," Cinch Stadium, Franklin’s Gardens - Solar ",Solar Photovoltaics,<Null>,Operational
7152,Geraint Thomas National Velodrome - Solar,Solar Photovoltaics,<Null>,Operational
7154,Atherton Way - Solar Panels,Solar Photovoltaics,0.24,Operational
7174,"Elmsall Way, South Elmsall - Solar Panels",Solar Photovoltaics,3,Under Construction
7181,Ford Oaks Solar & Green Infrastructure Facility,Solar Photovoltaics,30,Appeal Granted
7202,"Arkwright Road, Groundwell Industrial Estate - Solar Panels",Solar Photovoltaics,0.91,Under Construction
7210,"SC Johnson, Denby - Solar Panels",Solar Photovoltaics,0.62,Under Construction
7214,"London Road, Irchester - Solar Farm",Solar Photovoltaics,26,Operational
7217,Newarke St Car Park - Solar Panels,Solar Photovoltaics,<Null>,Under Construction
7228,Dorchesters Corn Exchange - Solar Panels & Biomass Boiler,Solar Photovoltaics,<Null>,Under Construction
7256,East Haddon - Solar Photovoltaic System,Solar Photovoltaics,2,Under Construction
7262,"Blanche Lane, South Mimms - Solar Panels",Solar Photovoltaics,0.61,Under Construction
7268,"Bryngolwg Farm, Hirwaun - Solar farm",Solar Photovoltaics,8.94,Operational
7270,"Desford Brick Works, Bagworth -  Solar Panels",Solar Photovoltaics,2.6,Operational
7296,Longlooms Road East - Solar panels,Solar Photovoltaics,0.22,Operational
7304,"Wooperton Station, Wooperton - Solar Farm",Solar Photovoltaics,5.56,Under Construction
7341,"Plant 1, G-Tekt Europe Manufacturing Limited -Roof Mounted Solar Panels",Solar Photovoltaics,1,Under Construction
7378,"Arbikie, Inverkeilor - Green Hydrogen Project & Wind Turbine",Wind Onshore,1,Under Construction
7379,"Ham Close - 452 Houses, Flats & Leisure Centre",Solar Photovoltaics,0.43,Under Construction
7406,"Concorde Way, Segensworth - Solar Panels",Solar Photovoltaics,1.04,Under Construction
7407,Paytherden Solar Farm (Peradon),Solar Photovoltaics,49,Under Construction
7440,Deyes Academy Redevelopment,Solar Photovoltaics,0.63,Under Construction
7477,"Harris Academy, Perth Road - Extension/Roof Solar Photovoltaic Array",Solar Photovoltaics,<Null>,Under Construction
7497,"The Highway - 114 Flats, Office Accomodation & Self Storage Facility",Solar Photovoltaics,0.18,Appeal Granted
7533,"Apac Packaging, Loughborough Road - Solar Panels",Solar Photovoltaics,0.9,Under Construction
7587,"Midland Lead, Kiln Way - Solar Photovoltaic Panels",Solar Photovoltaics,0.24,Operational
7590,"Regent Street, Sheepscar - Solar Panels",Solar Photovoltaics,0.22,Operational
7594,"Metrocentre Green Car Park, St Michaels Way - Photovoltaic Equipment",Solar Photovoltaics,<Null>,Under Construction
7730,"Tennant Avenue College, East Kilbride - Solar Panels",Solar Photovoltaics,0.94,Under Construction
7756,"Bells Of Lazonby, Edenholme Bakery - Solar Panels",Solar Photovoltaics,0.63,Operational
7768,"Tout Lane, Charlton Adam - Solar Photovoltaic System",Solar Photovoltaics,0.3,Operational
7799,"Brickfields Business Park, Unit 35 - Solar Panels",Solar Photovoltaics,0.33,Under Construction
7802,"Brickfields Business Park, Unit 16 - Solar Panels",Solar Photovoltaics,0.17,Under Construction
7803,"Brickfields Business Park, Unit 24 - Solar panels",Solar Photovoltaics,0.16,Under Construction
7804,"Brickfields Business Park, Unit 17 - Solar panels",Solar Photovoltaics,0.62,Under Construction
7832,"Cranswick Country Foods, Seafox Court - Solar Panels",Solar Photovoltaics,0.65,Under Construction
7842,"West Suffolk College, Out Risbygate Street -  Solar Panels",Solar Photovoltaics,0.55,Under Construction
7961,"Donaldsons Nursery, Marsh Farm - Solar Panels",Solar Photovoltaics,0.19,Under Construction
7995,Meerdyke Solar Panels & Battery Storage,Solar Photovoltaics,49.9,Appeal Granted
7998,Marsh Lane - Solar PV Panels,Solar Photovoltaics,0.89,Under Construction
8002,Eastbourne District General Hospital -  Energy Management,Solar Photovoltaics,1.1,Operational
8022,"Total Food Services, North Road - Solar Panels",Solar Photovoltaics,0.22,Under Construction
8046,"University Way, Cranfield - Solar Array",Solar Photovoltaics,0.88,Operational
8129,"Sewage Treatment Works, Rosehall Road - Solar PV Panels",Solar Photovoltaics,0.23,Under Construction
8133,"United Anodisers, Red Doles Lane - Solar Panels",Solar Photovoltaics,0.31,Under Construction
8140,"County Hall, Loansdean - Solar Array ",Solar Photovoltaics,0.8,Operational
8151,"Lilford Hall, Lilford - Solar Panels",Solar Photovoltaics,1,Under Construction
8212,"Wilkin And Sons, Factory Hill - Solar Farm",Solar Photovoltaics,6.15,Operational
8217,Nethermains - Solar Farm,Solar Photovoltaics,7.5,Under Construction
8248,"Wee Minnemoer, Millport - Solar Farm & Battery Storage",Solar Photovoltaics,19,Appeal Granted
8258,Chertsey Water Treatment Works ,Solar Photovoltaics,1.3,Operational
8275,"M Sport, Dovenby Hall Estate - Solar Panels",Solar Photovoltaics,0.8,Operational
8299,"Wieland Nemco, Pennard Close - Solar panels",Solar Photovoltaics,0.15,Operational
8367,Shewalton Landfill Solar Farm,Solar Photovoltaics,5,Under Construction
8368,Northfield House Solar Farm,Solar Photovoltaics,26,Operational
8449,"Grimsby West, Birchin Way - Solar Array ",Solar Photovoltaics,1.12,Operational
8458,"HSH Coldstores, Estate Road - Solar Panels",Solar Photovoltaics,1.08,Operational
8488,"Souber Dairy, Bank Newton - Solar Panels",Solar Photovoltaics,0.19,Operational
8513,Eastcroft Municipal Depot,Solar Photovoltaics,0.18,Operational
8545,"Top Farm, Short Ferry Road - Solar PV Arrays",Solar Photovoltaics,0.86,Under Construction
8648,Mobile Telephone Exchange (MTX) - Solar Panels,Solar Photovoltaics,<Null>,Operational
8671,Hoods Close - Solar Panels,Solar Photovoltaics,1.7,Under Construction
8794,"King Edwards School, North Road - Solar Panels",Solar Photovoltaics,0.22,Under Construction
8818,Bristol Airport Solar Farm,Solar Photovoltaics,<Null>,Under Construction
8826,New England Industrial Estate Development,Solar Photovoltaics,0.22,Under Construction
8857,Turnpike Depot - Solar Panels,Solar Photovoltaics,0.48,Under Construction
8889,Hamilton Waste Water Treatment Works - Hydro Scheme,Small Hydro,<Null>,Under Construction
8924,Kerry Ingredients & Flavours - Solar Panels,Solar Photovoltaics,0.3,Under Construction
8996,"Blair Castle Caravan Park, Blair Atholl - Solar Farm",Solar Photovoltaics,0.16,Operational
9038,"Carrochan Road, Balloch - Solar Panels",Solar Photovoltaics,0.18,Under Construction
9128,"Smart Systems Limited, Arnolds Way - Solar Panels",Solar Photovoltaics,2.93,Under Construction
9148,"Excelsior Academy, Denton Road - Solar Panels",Solar Photovoltaics,0.53,Under Construction
9182,"DNATA City East, Bedfont Road - Roof Mounted Solar PV Panels",Solar Photovoltaics,0.39,Appeal Granted
9190,Blum Uk - Solar Panels,Solar Photovoltaics,<Null>,Operational
9244,Aylett Nurseries - Solar Panels,Solar Photovoltaics,<Null>,Operational
9319,LVF Packaging - Solar Panel,Solar Photovoltaics,0.3,Operational
9333,Trafalgar House Police Station - Installation Of  Solar PV System,Solar Photovoltaics,<Null>,Under Construction
9345,"Wellington Sports Centre, Corams Lane - Solar Panels",Solar Photovoltaics,0.17,Under Construction
9358,"Elstree Film And TV Studios, Shenley Road - Solar Panels",Solar Photovoltaics,3,Operational
9379,F Lloyd Penley - Solar Panels,Solar Photovoltaics,0.41,Operational
9496,"Fairham Business Park, Foresters Avenue  - Roof Mounted Solar Panels",Solar Photovoltaics,0.36,Operational
9502,Roskilly's - Solar Farm,Solar Photovoltaics,0.21,Operational
9503,Lakeside Business Park ,Solar Photovoltaics,4.5,Under Construction
9563,Slickly Wind Farm,Wind Onshore,49.9,Appeal Granted
9760,"Biggin Hill Airport, Main Road - Solar PV Array",Solar Photovoltaics,12,Under Construction
9831,"Farnborough International Exhibition Centre, Etps Road - Solar Panels",Solar Photovoltaics,1.15,Under Construction
9937,Hare Brewery - Solar Panels,Solar Photovoltaics,0.25,Operational
10069,Jones Food Company - Solar Farm,Solar Photovoltaics,0.71,Operational
10118,Sutton Bridge Solar Farm,Solar Photovoltaics,49.9,Under Construction
